frame_start,frames,status_flags,input_adc_time,current_time,output_dac_time,perf_counter_ns
0,512,0,127555.92337062501,127556.01405504101,127556.11020395835,127556014342958
512,512,0,127555.93403729168,127556.01405504101,127556.12087062502,127556014407083
1024,512,0,127555.94470395835,127556.01405504101,127556.13153729169,127556014450083
1536,512,0,127555.95537062502,127556.01405504101,127556.14220395836,127556014484125
2048,512,0,127555.96603729168,127556.01405504101,127556.15287062502,127556014523250
2560,512,0,127555.97670395835,127556.01405504101,127556.1635372917,127556014556208
3072,512,0,127555.98737062502,127556.01405504101,127556.17420395836,127556014596041
3584,512,0,127555.99803729169,127556.01405504101,127556.18487062503,127556014628125
4096,512,0,127556.00870395801,127556.09968804101,127556.19553729135,127556100118833
4608,512,0,127556.01937062468,127556.09968804101,127556.20620395802,127556100224625
5120,512,0,127556.03003729135,127556.09968804101,127556.21687062469,127556100310583
5632,512,0,127556.04070395802,127556.09968804101,127556.22753729136,127556100398416
6144,512,0,127556.05137062469,127556.09968804101,127556.23820395803,127556100487000
6656,512,0,127556.06203729135,127556.09968804101,127556.2488706247,127556100568750
7168,512,0,127556.07270395802,127556.09968804101,127556.25953729136,127556100657583
7680,512,0,127556.08337062469,127556.09968804101,127556.27020395803,127556100735958
8192,512,0,127556.09403729101,127556.18491225001,127556.28087062435,127556185245416
8704,512,0,127556.10470395768,127556.18491225001,127556.29153729102,127556185334375
9216,512,0,127556.11537062435,127556.18491225001,127556.30220395769,127556185433916
9728,512,0,127556.12603729102,127556.18491225001,127556.31287062436,127556185506916
10240,512,0,127556.13670395769,127556.18491225001,127556.32353729103,127556185594583
10752,512,0,127556.14737062436,127556.18491225001,127556.3342039577,127556185664291
11264,512,0,127556.15803729102,127556.18491225001,127556.34487062437,127556185773625
11776,512,0,127556.1687039577,127556.18491225001,127556.35553729103,127556185844583
12288,512,0,127556.179370625,127556.26988100001,127556.36620395834,127556270072875
12800,512,0,127556.19003729167,127556.26988100001,127556.37687062501,127556270115958
13312,512,0,127556.20070395834,127556.26988100001,127556.38753729168,127556270164583
13824,512,0,127556.21137062501,127556.26988100001,127556.39820395835,127556270198500
14336,512,0,127556.22203729168,127556.26988100001,127556.40887062502,127556270247958
14848,512,0,127556.23270395835,127556.26988100001,127556.41953729169,127556270281208
15360,512,0,127556.24337062502,127556.26988100001,127556.43020395836,127556270320791
15872,512,0,127556.25403729168,127556.26988100001,127556.44087062503,127556270353333
16384,512,0,127556.264703958,127556.355445666,127556.45153729134,127556355719416
16896,512,0,127556.27537062467,127556.355445666,127556.46220395801,127556355804041
17408,512,0,127556.28603729134,127556.355445666,127556.47287062468,127556355888916
17920,512,0,127556.29670395801,127556.355445666,127556.48353729135,127556355957083
18432,512,0,127556.30737062468,127556.355445666,127556.49420395802,127556356074916
18944,512,0,127556.31803729135,127556.355445666,127556.50487062469,127556356151000
