frame_start,frames,status_flags,input_adc_time,current_time,output_dac_time,perf_counter_ns
0,512,0,140068.46369958302,140068.55461875,140068.65053291633,140068555041166
512,512,0,140068.4743662497,140068.55461875,140068.661199583,140068555117541
1024,512,0,140068.48503291636,140068.55461875,140068.67186624967,140068555168208
1536,512,0,140068.49569958303,140068.55461875,140068.68253291634,140068555214791
2048,512,0,140068.5063662497,140068.55461875,140068.693199583,140068555256208
2560,512,0,140068.51703291637,140068.55461875,140068.70386624968,140068555355541
3072,512,0,140068.52769958304,140068.55461875,140068.71453291635,140068555423916
3584,512,0,140068.5383662497,140068.55461875,140068.72519958302,140068555473458
4096,512,0,140068.54903291602,140068.639578958,140068.73586624934,140068639770458
4608,512,0,140068.5596995827,140068.639578958,140068.746532916,140068639819458
5120,512,0,140068.57036624936,140068.639578958,140068.75719958267,140068639865833
5632,512,0,140068.58103291603,140068.639578958,140068.76786624934,140068639906458
6144,512,0,140068.5916995827,140068.639578958,140068.778532916,140068639946208
6656,512,0,140068.60236624937,140068.639578958,140068.78919958268,140068639989166
7168,512,0,140068.61303291604,140068.639578958,140068.79986624935,140068640029083
7680,512,0,140068.6236995827,140068.639578958,140068.81053291602,140068640066333
8192,512,0,140068.63436625001,140068.72489804102,140068.82119958333,140068725088833
8704,512,0,140068.64503291668,140068.72489804102,140068.83186625,140068725138000
9216,512,0,140068.65569958335,140068.72489804102,140068.84253291666,140068725183000
9728,512,0,140068.66636625002,140068.72489804102,140068.85319958333,140068725223666
10240,512,0,140068.6770329167,140068.72489804102,140068.86386625,140068725262750
10752,512,0,140068.68769958336,140068.72489804102,140068.87453291667,140068725305583
11264,512,0,140068.69836625003,140068.72489804102,140068.88519958334,140068725343875
11776,512,0,140068.7090329167,140068.72489804102,140068.89586625,140068725380166
12288,512,0,140068.71969958302,140068.810200083,140068.90653291633,140068810397625
12800,512,0,140068.73036624969,140068.810200083,140068.917199583,140068810444833
13312,512,0,140068.74103291635,140068.810200083,140068.92786624967,140068810496291
13824,512,0,140068.75169958302,140068.810200083,140068.93853291633,140068810535000
14336,512,0,140068.7623662497,140068.810200083,140068.949199583,140068810574333
14848,512,0,140068.77303291636,140068.810200083,140068.95986624967,140068810616416
15360,512,0,140068.78369958303,140068.810200083,140068.97053291634,140068810656041
15872,512,0,140068.7943662497,140068.810200083,140068.981199583,140068810693083
16384,512,0,140068.80503291602,140068.8956595,140068.99186624933,140068895930291
16896,512,0,140068.8156995827,140068.8956595,140069.002532916,140068895981666
17408,512,0,140068.82636624936,140068.8956595,140069.01319958267,140068896028166
17920,512,0,140068.83703291602,140068.8956595,140069.02386624934,140068896066958
18432,512,0,140068.8476995827,140068.8956595,140069.034532916,140068896108291
18944,512,0,140068.85836624936,140068.8956595,140069.04519958267,140068896151250
