frame_start,frames,status_flags,input_adc_time,current_time,output_dac_time,perf_counter_ns
0,512,0,0.0,0.0,0.0,125745663563916
512,512,0,0.010666666666666666,0.010666666666666666,0.010666666666666666,125745663566541
1024,512,0,0.021333333333333333,0.021333333333333333,0.021333333333333333,125745663567583
1536,512,0,0.032,0.032,0.032,125745663568291
2048,512,0,0.042666666666666665,0.042666666666666665,0.042666666666666665,125745663569000
2560,512,0,0.05333333333333334,0.05333333333333334,0.05333333333333334,125745663569666
3072,512,0,0.064,0.064,0.064,125745663570291
3584,512,0,0.07466666666666667,0.07466666666666667,0.07466666666666667,125745663570958
4096,512,0,0.08533333333333333,0.08533333333333333,0.08533333333333333,125745663571541
4608,512,0,0.096,0.096,0.096,125745663572125
5120,512,0,0.10666666666666667,0.10666666666666667,0.10666666666666667,125745663572875
5632,512,0,0.11733333333333333,0.11733333333333333,0.11733333333333333,125745663573583
6144,512,0,0.128,0.128,0.128,125745663574208
6656,512,0,0.13866666666666666,0.13866666666666666,0.13866666666666666,125745663574791
7168,512,0,0.14933333333333335,0.14933333333333335,0.14933333333333335,125745663575375
7680,512,0,0.16,0.16,0.16,125745663576000
8192,512,0,0.17066666666666666,0.17066666666666666,0.17066666666666666,125745663576625
8704,512,0,0.18133333333333335,0.18133333333333335,0.18133333333333335,125745663577250
9216,512,0,0.192,0.192,0.192,125745663577833
9728,512,0,0.20266666666666666,0.20266666666666666,0.20266666666666666,125745663578541
10240,512,0,0.21333333333333335,0.21333333333333335,0.21333333333333335,125745663579125
10752,512,0,0.224,0.224,0.224,125745663579708
11264,512,0,0.23466666666666666,0.23466666666666666,0.23466666666666666,125745663580291
11776,512,0,0.24533333333333332,0.24533333333333332,0.24533333333333332,125745663580875
12288,512,0,0.256,0.256,0.256,125745663581500
12800,512,0,0.26666666666666666,0.26666666666666666,0.26666666666666666,125745663582125
13312,512,0,0.2773333333333333,0.2773333333333333,0.2773333333333333,125745663582833
13824,512,0,0.288,0.288,0.288,125745663583500
14336,512,0,0.2986666666666667,0.2986666666666667,0.2986666666666667,125745663584125
14848,512,0,0.30933333333333335,0.30933333333333335,0.30933333333333335,125745663584750
15360,512,0,0.32,0.32,0.32,125745663585333
15872,512,0,0.33066666666666666,0.33066666666666666,0.33066666666666666,125745663585958
16384,512,0,0.3413333333333333,0.3413333333333333,0.3413333333333333,125745663586583
16896,512,0,0.352,0.352,0.352,125745663587250
17408,512,0,0.3626666666666667,0.3626666666666667,0.3626666666666667,125745663587875
17920,512,0,0.37333333333333335,0.37333333333333335,0.37333333333333335,125745663588500
18432,512,0,0.384,0.384,0.384,125745663589083
18944,256,0,0.39466666666666667,0.39466666666666667,0.39466666666666667,125745663589833
